shadow_id,trading_day,scan_id,observed_at,symbol,v1_entry_type,v1_entry_quality,v2_suggested_entry,v2_entry_efficiency_score,v2_trend_age_bars,v2_pullback_number,v2_bars_since_breakout,v2_ema9_extension_atr,v2_vwap_extension_atr,v2_entry_reason,v2_shadow_trade_status,v2_shadow_entry_time,v2_shadow_entry_price,v2_shadow_risk_reward,v1_exit_signal,v1_exit_reason,v2_exit_signal,v2_exit_phase,v2_trend_health_score,v2_trend_health_status,v2_trend_failure_confirmed,v2_exit_confidence_score,v2_exit_health_state,v2_soft_confirmation_count,v2_soft_confirmation_streak,v2_grace_zone_active,v2_mfe_r,v2_rr_progress,v1_v2_entry_disagrees,engine_difference_reason,v2_shadow_exit_signal,v2_shadow_exit_phase,v2_shadow_final_r
9a36fe8ec6222b20f2d6751a,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,SPCX,NO_ENTRY,NONE,False,58.0,0.0,1.0,45.0,0.24,4.484,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
30914b2b4e3b390bf75fab61,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,SMH,NO_ENTRY,NONE,False,57.0,0.0,1.0,42.0,0.264,3.423,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
3b0ff8ac4116965758b070d5,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,ARM,EMA_REJECTION_SHORT,MEDIUM,False,0.0,40.0,3.0,0.0,1.03,10.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
bd3fca0f851dfc3bde651a9f,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,TSM,EMA_REJECTION_SHORT,HIGH,False,45.0,25.0,1.0,39.0,0.001,2.507,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
f5aceecfaf2a23fc7bc81aec,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,INTC,NO_ENTRY,NONE,False,17.0,42.0,2.0,7.0,0.705,9.033,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
d9296b418bab6adf881c5e27,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,AMAT,NO_ENTRY,NONE,False,62.0,0.0,1.0,42.0,0.096,3.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
87822e7c0754fc211158a5fa,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,LRCX,EMA_REJECTION_SHORT,MEDIUM,False,24.0,24.0,3.0,12.0,0.243,7.044,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
edf31b08d8407448b292f357,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,MRVL,NO_ENTRY,NONE,False,12.0,20.0,3.0,8.0,0.64,6.643,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
26c018b3c4611875414831a5,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,ORCL,EMA_REJECTION_SHORT,HIGH,True,66.0,0.0,1.0,39.0,0.688,0.228,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,1.05,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
dfc999bbf9515f333f96d555,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,PANW,NO_ENTRY,NONE,False,26.0,19.0,3.0,17.0,0.68,0.848,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
ccd0dd8350622025617d7f6a,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,SOXL,EMA_REJECTION_SHORT,MEDIUM,False,19.0,25.0,2.0,8.0,0.64,5.771,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
4fe031029513aa9f89816ba0,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,QQQ,EMA_REJECTION_SHORT,HIGH,False,15.0,13.0,3.0,8.0,0.534,2.317,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
dd08f3fa13db9d2947ffcddb,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,SPY,VWAP_REJECTION,HIGH,False,61.0,1.0,2.0,39.0,0.632,0.274,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
83373e7608c952500a3e4765,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,NVDA,NO_ENTRY,NONE,False,60.0,0.0,2.0,18.0,0.376,1.03,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
d630b273bf54d4b60d4fcced,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,AAPL,NO_ENTRY,NONE,False,36.0,19.0,2.0,16.0,0.076,4.718,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
591d98c43e6cc1ff505d3f47,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,MSFT,EMA_PULLBACK,HIGH,False,61.0,2.0,2.0,16.0,0.033,1.759,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
1e061675391366d7f8d1cb4f,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,AMZN,NO_ENTRY,NONE,False,70.0,0.0,1.0,37.0,0.088,1.431,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
22fd74910cccc9a31378c14c,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,META,NO_ENTRY,NONE,False,0.0,27.0,4.0,16.0,1.197,2.798,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
9ead5d4e5596bbcc27b7ac08,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,TSLA,NO_ENTRY,NONE,False,60.0,0.0,1.0,45.0,0.507,1.256,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
906c2d5429d5a653f0e5f264,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,AMD,NO_ENTRY,NONE,False,0.0,42.0,4.0,0.0,1.475,8.603,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
29b3db53bd20f7584e6674aa,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,AVGO,NO_ENTRY,NONE,False,86.0,0.0,1.0,42.0,0.072,0.136,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
81c85d4f3ed31f12ebe52480,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,MU,NO_ENTRY,NONE,False,18.0,42.0,2.0,0.0,0.68,8.71,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
f9225f178309ca5d723f3fae,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,PLTR,EMA_PULLBACK,HIGH,False,31.0,28.0,2.0,45.0,0.245,3.87,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
981f2db380df7dbe97fe1b21,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,NFLX,EMA_PULLBACK,HIGH,True,66.0,1.0,1.0,15.0,0.572,0.609,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,0.6,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
4f60f3a57872a42459757b90,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,CRWD,EMA_PULLBACK,HIGH,False,29.0,31.0,1.0,41.0,0.521,3.053,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
09895f9f7f019de7daf7fe79,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,SMCI,NO_ENTRY,NONE,False,81.0,0.0,1.0,45.0,0.077,0.56,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
29c2d7648d1e0b4ce9ce5bbe,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,SPCX,NO_ENTRY,NONE,False,58.0,0.0,1.0,45.0,0.24,4.484,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
c9cb110a318526c3d96bbe25,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,SMH,NO_ENTRY,NONE,False,57.0,0.0,1.0,42.0,0.264,3.423,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
14a76f12da01171df41be0c5,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,ARM,EMA_REJECTION_SHORT,MEDIUM,False,0.0,40.0,3.0,0.0,1.03,10.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
4818aca1d951a456b28013f3,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,TSM,EMA_REJECTION_SHORT,HIGH,False,45.0,25.0,1.0,39.0,0.001,2.507,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
da781ce062a2027fe28bce81,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,INTC,NO_ENTRY,NONE,False,17.0,42.0,2.0,7.0,0.705,9.033,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
acbf35a7f32200b48ad4cf88,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,AMAT,NO_ENTRY,NONE,False,62.0,0.0,1.0,42.0,0.096,3.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
a81cf7e16d2acb90242793eb,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,LRCX,EMA_REJECTION_SHORT,MEDIUM,False,24.0,24.0,3.0,12.0,0.243,7.044,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
116464003434c9f57447c80c,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,MRVL,NO_ENTRY,NONE,False,12.0,20.0,3.0,8.0,0.64,6.643,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
ea17a7ddd0c4ee4b498b4ce1,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,ORCL,EMA_REJECTION_SHORT,HIGH,True,66.0,0.0,1.0,39.0,0.688,0.228,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,1.05,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
5f5f165807cb573818ca6b2a,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,PANW,NO_ENTRY,NONE,False,26.0,19.0,3.0,17.0,0.68,0.848,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
096f8ec1c1e9a3cdce0d64c9,2026-08-01,2026-08-01_001941,2026-08-01T00:20:08.335722-04:00,SOXL,EMA_REJECTION_SHORT,MEDIUM,False,19.0,25.0,2.0,8.0,0.64,5.771,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
2034a31b15d14cb7a4481003,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,QQQ,EMA_REJECTION_SHORT,HIGH,False,15.0,13.0,3.0,8.0,0.534,2.317,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
ec5f9eb5909382e0720bd1e3,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,SPY,VWAP_REJECTION,HIGH,False,61.0,1.0,2.0,39.0,0.632,0.274,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
482f6ff63a0951a8b467994c,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,NVDA,NO_ENTRY,NONE,False,60.0,0.0,2.0,18.0,0.376,1.03,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
8724c210ba82270b082522d1,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,AAPL,NO_ENTRY,NONE,False,36.0,19.0,2.0,16.0,0.076,4.718,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
fc8f8b2c179b4d7526c31adf,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,MSFT,EMA_PULLBACK,HIGH,False,61.0,2.0,2.0,16.0,0.033,1.759,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
ca0b2aadf4950838c76009ad,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,AMZN,NO_ENTRY,NONE,False,70.0,0.0,1.0,37.0,0.088,1.431,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
246160fba345dc1d7e372e3d,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,META,NO_ENTRY,NONE,False,0.0,27.0,4.0,16.0,1.197,2.798,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
653a52d3a39bc35ddb25769c,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,TSLA,NO_ENTRY,NONE,False,60.0,0.0,1.0,45.0,0.507,1.256,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
14acf80ef4729e5ccf19f9b0,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,AMD,NO_ENTRY,NONE,False,0.0,42.0,4.0,0.0,1.475,8.603,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
868133a00728bc694b2ca5e0,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,AVGO,NO_ENTRY,NONE,False,86.0,0.0,1.0,42.0,0.072,0.136,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
d4e72167e4a5737ad26bd780,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,MU,NO_ENTRY,NONE,False,18.0,42.0,2.0,0.0,0.68,8.71,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
541bd8a59cdf73eefdae140c,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,PLTR,EMA_PULLBACK,HIGH,False,31.0,28.0,2.0,45.0,0.245,3.87,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
75dcc9fba9bd799d793d83ee,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,NFLX,EMA_PULLBACK,HIGH,True,66.0,1.0,1.0,15.0,0.572,0.609,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,0.6,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
c708f9225626f11819e18248,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,CRWD,EMA_PULLBACK,HIGH,False,29.0,31.0,1.0,41.0,0.521,3.053,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
9c9e4cfa68d65b927a1dc49a,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,SMCI,NO_ENTRY,NONE,False,81.0,0.0,1.0,45.0,0.077,0.56,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
0ea78747ccfc15d5725172d7,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,SPCX,NO_ENTRY,NONE,False,58.0,0.0,1.0,45.0,0.24,4.484,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
73a989a4fad40c5ae1c37fad,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,SMH,NO_ENTRY,NONE,False,57.0,0.0,1.0,42.0,0.264,3.423,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
b1d7072a15b0dd8e491993f4,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,ARM,EMA_REJECTION_SHORT,MEDIUM,False,0.0,40.0,3.0,0.0,1.03,10.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
ced7d374bf4825944a2a72d3,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,TSM,EMA_REJECTION_SHORT,HIGH,False,45.0,25.0,1.0,39.0,0.001,2.507,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
dfa755b231e08823f2e97c7f,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,INTC,NO_ENTRY,NONE,False,17.0,42.0,2.0,7.0,0.705,9.033,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
6e84b8a54a17fa78b295f22d,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,AMAT,NO_ENTRY,NONE,False,62.0,0.0,1.0,42.0,0.096,3.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
b11ba5370e16a809d8de50f3,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,LRCX,EMA_REJECTION_SHORT,MEDIUM,False,24.0,24.0,3.0,12.0,0.243,7.044,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
785c3e789b04163ceca8e360,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,MRVL,NO_ENTRY,NONE,False,12.0,20.0,3.0,8.0,0.64,6.643,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
168a7f1fd8f1d2d9e3617762,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,ORCL,EMA_REJECTION_SHORT,HIGH,True,66.0,0.0,1.0,39.0,0.688,0.228,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,1.05,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
bbf5b3c8098f067093b53c76,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,PANW,NO_ENTRY,NONE,False,26.0,19.0,3.0,17.0,0.68,0.848,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
c6e1ce4eeb6b684af457033a,2026-08-01,2026-08-01_002154,2026-08-01T00:22:28.402493-04:00,SOXL,EMA_REJECTION_SHORT,MEDIUM,False,19.0,25.0,2.0,8.0,0.64,5.771,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
c1240c70030fa6728e7e2cb6,2026-08-01,2026-08-01_004915,2026-08-01T00:49:30.434797-04:00,QQQ,EMA_REJECTION_SHORT,HIGH,False,15.0,13.0,3.0,8.0,0.534,2.317,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
845de7efc7d5604d4f767695,2026-08-01,2026-08-01_004915,2026-08-01T00:49:30.434797-04:00,SPY,VWAP_REJECTION,HIGH,False,61.0,1.0,2.0,39.0,0.632,0.274,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
2ad83098e19e6572acbebd4a,2026-08-01,2026-08-01_004915,2026-08-01T00:49:30.434797-04:00,NVDA,NO_ENTRY,NONE,False,60.0,0.0,2.0,18.0,0.376,1.03,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
80b2c3219ff4a01ed6cb923f,2026-08-01,2026-08-01_004915,2026-08-01T00:49:30.434797-04:00,AAPL,NO_ENTRY,NONE,False,36.0,19.0,2.0,16.0,0.076,4.718,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
43643106dddaac8c1f1d55ac,2026-08-01,2026-08-01_004915,2026-08-01T00:49:30.434797-04:00,MSFT,EMA_PULLBACK,HIGH,False,61.0,2.0,2.0,16.0,0.033,1.759,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
14e774d2efec87b151a9dd83,2026-08-01,2026-08-01_004915,2026-08-01T00:49:30.434797-04:00,AMZN,NO_ENTRY,NONE,False,70.0,0.0,1.0,37.0,0.088,1.431,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
