trading_day,session_id,scan_id,scan_timestamp,candidate_key,timestamp,symbol,setup_type,setup_percent,direction,action_status,scanner_recommendation,execution_eligibility,execution_outcome,execution_reason,trade_status,telegram_status,telegram_reason,blocked_by,candidate_rr,market_regime,reference_regime,sector_group,top_candidate,option_ticker,option_quality_score,option_spread_pct,option_quote_freshness,option_quote_timestamp,option_quote_checked_at,option_quote_timeframe,option_quote_source,option_quote_timestamp_field,option_quote_age_minutes,option_quote_age_seconds,option_quote_allowed_age_seconds,option_quote_freshness_reason,option_quote_retry_count,option_quote_latency_ms,option_quote_refresh_time,affordable,entry_price,stop_price,target_price,relative_volume,atr_pct,expiration_bucket,option_delta,option_gamma,option_theta,option_mid_price,trend_health,entry_timing_score,entry_timing_grade,entry_timing_reason,trade_quality_score,entry_priority_adjustment,expected_remaining_trend,projected_entry_grade,ranking_score,candidate_rank,rank_reason,exit_waterfall,exit_rule,exit_stage,replay_outcome
2026-08-01,paper_validation_2026-08-01,2026-08-01_091829,2026-08-01 09:18:36,2026-08-01|2026-08-01 09:18:36|QQQ|None|NO_ENTRY|None,2026-08-01 09:18:32-04:00,QQQ,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,1,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|SPCX|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,SPCX,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,16,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|SMH|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,SMH,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,17,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|ARM|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,ARM,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,18,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|TSM|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,TSM,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,19,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|INTC|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,INTC,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,20,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|AMAT|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,AMAT,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,21,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|LRCX|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,LRCX,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,22,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|MRVL|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,MRVL,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,23,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|ORCL|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,ORCL,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,24,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|PANW|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,PANW,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,25,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_092049,2026-08-01 09:20:55,2026-08-01|2026-08-01 09:20:55|SOXL|None|NO_ENTRY|None,2026-08-01 09:20:52-04:00,SOXL,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,26,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|QQQ|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,QQQ,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,1,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|SPY|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,SPY,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,2,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|NVDA|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,NVDA,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,3,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|AAPL|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,AAPL,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,4,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|MSFT|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,MSFT,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,5,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|AMZN|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,AMZN,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,6,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|META|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,META,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,7,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|TSLA|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,TSLA,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,8,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|AMD|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,AMD,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,9,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|AVGO|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,AVGO,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,10,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|MU|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,MU,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,11,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|PLTR|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,PLTR,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,12,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|NFLX|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,NFLX,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,13,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|CRWD|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,CRWD,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,14,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|SMCI|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,SMCI,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,15,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|SPCX|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,SPCX,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,16,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|SMH|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,SMH,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,17,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|ARM|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,ARM,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,18,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|TSM|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,TSM,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,19,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|INTC|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,INTC,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,20,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|AMAT|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,AMAT,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,21,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|LRCX|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,LRCX,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,22,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|MRVL|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,MRVL,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,23,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|ORCL|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,ORCL,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,24,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|PANW|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,PANW,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,25,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_093135,2026-08-01 09:31:42,2026-08-01|2026-08-01 09:31:42|SOXL|None|NO_ENTRY|None,2026-08-01 09:31:39-04:00,SOXL,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,26,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_094049,2026-08-01 09:40:59,2026-08-01|2026-08-01 09:40:59|QQQ|None|NO_ENTRY|None,2026-08-01 09:40:56-04:00,QQQ,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,1,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_094049,2026-08-01 09:40:59,2026-08-01|2026-08-01 09:40:59|SPY|None|NO_ENTRY|None,2026-08-01 09:40:56-04:00,SPY,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,2,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_094049,2026-08-01 09:40:59,2026-08-01|2026-08-01 09:40:59|NVDA|None|NO_ENTRY|None,2026-08-01 09:40:56-04:00,NVDA,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,3,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_094049,2026-08-01 09:40:59,2026-08-01|2026-08-01 09:40:59|AAPL|None|NO_ENTRY|None,2026-08-01 09:40:56-04:00,AAPL,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,4,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_094049,2026-08-01 09:40:59,2026-08-01|2026-08-01 09:40:59|MSFT|None|NO_ENTRY|None,2026-08-01 09:40:56-04:00,MSFT,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,5,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
2026-08-01,paper_validation_2026-08-01,2026-08-01_094049,2026-08-01 09:40:59,2026-08-01|2026-08-01 09:40:59|AMZN|None|NO_ENTRY|None,2026-08-01 09:40:56-04:00,AMZN,NO_ENTRY,,,AVOID,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_MARKET_DATA,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,20.0,,,,20.0,6,trend=50; relative_strength=50; liquidity=50,,,,NO_REPLAY
